Seite,Klicks,Impressionen,CTR,Position
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/lorusso.html,54,342,15.79%,11.02
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2012_13_Wohneigentum.pdf.spooler.download.1392817542874.pdf/si_2012_13_Wohneigentum.pdf,53,1279,4.14%,13.15
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2004_20_genossenschaften.pdf.spooler.download.1326986202585.pdf/si_2004_20_genossenschaften.pdf,53,1187,4.47%,23.97
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2015/nrw2015_panaschier.html,53,374,14.17%,4.59
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/jahrbuch/_jcr_content/contentPar/downloadlist/downloaditems/statistisches_jahrbu.spooler.download.1305101035065.pdf/jb10_total.pdf,52,2034,2.56%,20.02
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/schnell.html,52,298,17.45%,6.28
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/dienstleistungen/uid.html,51,12549,0.41%,10.69
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2012-143_mitgliederzahl_zuercher_kirchen.html,51,609,8.37%,7.11
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2013_06_treibstoffverbrauch_mzmv2010.pdf,50,1434,3.49%,13.39
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2010_11_bevoelkerungsprognosen.pdf.spooler.download.1326986461750.pdf/si_2010_11_bevoelkerungsprognosen.pdf,49,1288,3.8%,13.81
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/metadaten/leerwohnungszaehlung.html,49,653,7.5%,4.43
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_politik/_jcr_content/contentPar/downloadlist/downloaditems/kandidierende_kanton.spooler.download.1429013412529.csv/KRW2015_Kandidierende_Stimmen.csv.html,48,7600,0.63%,11.52
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/jahrbuch/_jcr_content/contentPar/downloadlist/downloaditems/statistisches_jahrbu_1.spooler.download.1305100895437.pdf/jb08_total.pdf,48,2467,1.95%,15.18
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2003_09_lohngefaelle.pdf.spooler.download.1326986083285.pdf/si_2003_09_lohngefaelle.pdf,47,1193,3.94%,27.63
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2013_11_verteilung_einkommen.pdf,47,947,4.96%,12.89
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2016/kreativwirtschaftsbericht2016.html,47,312,15.06%,11.63
"https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/projektuebersicht1/alle-projekte/hallenbaeder/_jcr_content/contentPar/downloadlist/downloaditems/kundschaftsbefragung_0.spooler.download.1298557666936.pdf/b_e_Sommerbaeder 
2002.pdf",45,2441,1.84%,15.3
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/tabellen.html,45,806,5.58%,4.73
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2018-statistisches_45_jahrbuch_45_des_45_kantons_45_zuerich_45_2018_45_schwerpunkt_45_armut.html,45,585,7.69%,4
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/gruetter.html,45,382,11.78%,7.86
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/ziegler.html,45,322,13.98%,9.33
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2008_02_flattax.pdf.spooler.download.1326986356672.pdf/si_2008_02_flattax.pdf,44,1678,2.62%,18.28
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_07_hochschulen.pdf.spooler.download.1392889131526.pdf/si_2002_07_hochschulen.pdf,44,1307,3.37%,19
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_bevoelkerung_soziales/soziales/_jcr_content/contentPar/downloadlist/downloaditems/252_1321457358066.spooler.download.1300120148644.pdf/sozialbericht_2008.pdf,44,1228,3.58%,9.86
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2016/SBZH_2015.html,44,567,7.76%,6.47
"https://statistik.zh.ch/internet/justiz_inneres/statistik/de/themen/bevoelkerung_soziales/veroeffentlichungen/_jcr_content/contentPar/downloadlist_4/downloaditems/faq_regionalisierte_.spooler.download.1498562949226.pdf/Bevoelkerungsprognosen 
ZH 2017 FAQ.pdf",43,809,5.32%,7.62
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-kanton_45_zuerich_45_zieht_45_junge_45_leute_45_an.html,42,939,4.47%,7.54
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/dienstleistungen/datashop.html,40,1096,3.65%,21.39
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2018/mzmv_zup90.html,40,621,6.44%,8.22
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende.html,40,434,9.22%,7
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2007_02_bevoelkerungswachstum.pdf.spooler.download.1326986323296.pdf/si_2007_02_bevoelkerungswachstum.pdf,39,1305,2.99%,8.99
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/rechtliche_grundlagen/gesetze_verordnungen.html,39,1053,3.7%,6.62
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_22_loehne.pdf.spooler.download.1392889644474.pdf/si_2002_22_loehne.pdf,39,814,4.79%,15.43
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/immomarkt/Immobilien_faq.html,39,277,14.08%,7.75
https://statistik.zh.ch/internet/justiz_inneres/statistik/en/wahlen_abstimmungen.html,39,232,16.81%,6.22
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_08_wirtschaftskraft.pdf.spooler.download.1392889163556.pdf/si_2002_08_wirtschaftskraft.pdf,38,1680,2.26%,13.16
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2008_16_loehne_teilzeitarbeit_boni.pdf.spooler.download.1510302589555.pdf/si_2008_16_loehne_teilzeitarbeit_boni.pdf,38,1064,3.57%,13.35
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2012-174_vornahmenswahl.html,38,981,3.87%,24.1
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2012/alterung.html,38,580,6.55%,12.9
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2008_01_bodenpreise.pdf,38,284,13.38%,9.8
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/jahrbuch/_jcr_content/contentPar/downloadlist/downloaditems/342_1460361606104.spooler.download.1427957564077.pdf/jb_15_total.pdf,37,2402,1.54%,12.98
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2016/airbnb.html,37,1642,2.25%,18.53
"https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_bevoelkerung_soziales/bevoelkerungsprognosen/_jcr_content/contentPar/downloadlist/downloaditems/vorliegender_text.spooler.download.1528817048108.pdf/Bevoelkerungsprognosen 
ZH BP2018 FAQ.pdf",37,774,4.78%,8.33
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2008_15_mobilitaet.pdf.spooler.download.1326986387321.pdf/si_2008_15_mobilitaet.pdf,37,678,5.46%,12.11
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/organigramm.html,36,5839,0.62%,8.28
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2012_07_arbeitskraefte_2012.pdf.spooler.download.1392817713988.pdf/si_2012_07_arbeitskraefte_2012.pdf,36,920,3.91%,10.55
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2009_13_auslaendische_arbeitskraefte.pdf.spooler.download.1510302539705.pdf/si_2009_13_auslaendische_arbeitskraefte.pdf,36,685,5.26%,11.76
https://statistik.zh.ch/politik,36,655,5.5%,10.6
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_bevoelkerung_soziales/soziales/_jcr_content/contentPar/downloadlist/downloaditems/261_1321522202086.spooler.download.1300120083300.pdf/sozialbericht_2003.pdf,36,618,5.83%,8.83
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2011_15_zweckverband.pdf.spooler.download.1326986492393.pdf/si_2011_15_zweckverband.pdf,36,588,6.12%,8.97
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2008_17_volatile_steuerertraege.pdf.spooler.download.1326986391804.pdf/si_2008_17_volatile_steuerertraege.pdf,36,379,9.5%,7.52
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2012_02_alterung.pdf.spooler.download.1392817883522.pdf/si_2012_02_alterung.pdf,35,881,3.97%,10.97
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2014/bevoelkerungsprognosen.html,35,680,5.15%,7.7
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2015_02_veloverkehr.pdf,34,881,3.86%,15.51
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2016/haushalt.html,34,598,5.69%,5.94
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2017/geburten_201703.html,34,414,8.21%,7.94
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell.newsextern.-internet-justiz_inneres-statistik-de-daten-daten_immobilien_raum-immomarkt-zentrale_lagen.html,33,900,3.67%,6.14
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2005_12_verkehrsraum.pdf.spooler.download.1326986249766.pdf/si_2005_12_verkehrsraum.pdf,33,591,5.58%,16.62
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2016_05_firmenalter.pdf.spooler.download.1481103538157.pdf/si_2016_05_firmenalter.pdf,33,549,6.01%,9.86
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen/angehoerige_externe.html,33,321,10.28%,6.79
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen/fage.html,33,102,32.35%,9
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2011_08_bodennutzung.pdf.spooler.download.1326986487172.pdf/si_2011_08_bodennutzung.pdf,32,1988,1.61%,10.52
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/dienstleistungen/datenerhebung.html,32,565,5.66%,10.66
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_15_armut.pdf.spooler.download.1392889365125.pdf/si_2002_15_armut.pdf,32,531,6.03%,13.34
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/angebote-fuer/institutionen-fuer-menschen-mit-behinderung.html,32,412,7.77%,11.14
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/craviolini.html,32,307,10.42%,7.93
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/gocke.html,32,125,25.6%,14.99
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2015_09_einwanderung.pdf,31,1143,2.71%,13.49
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2017/bev_2016/_jcr_content/contentPar/downloadlist_0/downloaditems/bev_lkerung_total_ze.spooler.download.1491490432228.xlsx/BEV2016_GemeindenZH_Total_Zeitreihe1960ff.xlsx,31,638,4.86%,7.68
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2010_07_dynamischer_wohnungsmarkt.pdf.spooler.download.1326986453343.pdf/si_2010_07_dynamischer_wohnungsmarkt.pdf,31,553,5.61%,14.48
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/interaktives/siedlungsverzeichnis.html,31,271,11.44%,4.06
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/themen/immobilien_raum/siedlungserneuerung.html,31,255,12.16%,5.23
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_18_gemeindefinanzen.pdf.spooler.download.1392889533669.pdf/si_2002_18_gemeindefinanzen.pdf,30,458,6.55%,6.81
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_04_strassenverkehr.pdf.spooler.download.1392889056039.pdf/si_2002_04_strassenverkehr.pdf,29,1007,2.88%,28.16
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2014_02_analyse_masseneinwanderung_feb_2014.pdf,29,867,3.34%,9.73
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2004_01_kinderbetreuung.pdf.spooler.download.1326986163796.pdf/si_2004_01_kinderbetreuung.pdf,29,403,7.2%,6.86
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/jahrbuch/_jcr_content/contentPar/downloadlist/downloaditems/statistisches_jahrbu_2.spooler.download.1301562955607.pdf/jb11_total.pdf,28,2230,1.26%,18.23
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2013_02_wohnbau.pdf,28,675,4.15%,13.1
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2013_08_einkommensmobilitaet.pdf,28,368,7.61%,14.62
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2012_11_migration_finanzen.pdf.spooler.download.1392817606031.pdf/si_2012_11_migration_finanzen.pdf,28,304,9.21%,6.51
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-stockwerkeigentum_45_dominiert_45_den_45_staedtischen_45_markt.html,28,217,12.9%,5.95
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/themen/zhiz/_jcr_content/contentPar/publication_1/publicationitems/titel_wird_aus_dam_e_0/download.spooler.download.1334764435807.pdf/zhiz2011.pdf,27,1003,2.69%,11.44
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2011_04_zuwanderung_wohnungsmarkt.pdf.spooler.download.1510137453936.pdf/si_2011_04_zuwanderung_wohnungsmarkt.pdf,27,968,2.79%,12.75
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2006_10_steuern.pdf.spooler.download.1326986299619.pdf/si_2006_10_steuern.pdf,27,482,5.6%,35.96
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/projektuebersicht1/alle-projekte/benchmarking_angehoerige/_jcr_content/contentPar/downloadlist_0/downloaditems/benchmarkingbericht__0.spooler.download.1298552910005.pdf/b_e_Bericht_Angehoerige_Externe_170909.pdf,27,462,5.84%,14.15
"https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2018/zuweg_2019/_jcr_content/contentPar/downloadlist/downloaditems/gesamtbericht_zu_und.spooler.download.1512029789907.pdf/b_e_Gesamtbericht 
Zu- und Wegzugsbefragung 2016.pdf",27,351,7.69%,14.44
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/jahrbuch/_jcr_content/contentPar/downloadlist/downloaditems/statistisches_jahrbu_4.spooler.download.1367574298876.pdf/jb_13_total_feb.pdf,26,1798,1.45%,14.03
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/dienstleistungen/registerharmonisierung/koordinationsstelle.html,26,577,4.51%,5.25
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2017_02_HaeStat.pdf.spooler.download.1488961826195.pdf/si_2017_02_HaeStat.pdf,26,525,4.95%,9.2
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2016/neue_firmen.html,26,497,5.23%,9.32
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2018/zuweg_2019/_jcr_content/contentPar/downloadlist_0/downloaditems/pr_sentation_zu_und_.spooler.download.1522064503956.pdf/b_e_Information_Zu_und_Wegzugsbefragung_2019.pdf,26,407,6.39%,6.51
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2009_09_krise_schlaegt_nicht_ueberall_durch.pdf.spooler.download.1326986415888.pdf/si_2009_09_krise_schlaegt_nicht_ueberall_durch.pdf,26,380,6.84%,13.69
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2017/bp2017.html,26,238,10.92%,4.57
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2016/statent_2014.html,25,626,3.99%,8.61
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2017/geburten_01_2017.html,25,330,7.58%,5.72
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/projektuebersicht1/alle-projekte/betreutenbefragung/_jcr_content/contentPar/downloadlist/downloaditems/gesamtbericht_zufrie_0.spooler.download.1479904301055.pdf/b_e_Benchmarkingbericht_Betreutenbefragung_2016.pdf,25,330,7.58%,22.15
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2017_08_mobilitaet_mzmv2015.pdf,25,326,7.67%,10.85
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/verkehr/_jcr_content/contentPar/downloadlist/downloaditems/2482_1504506563669.spooler.download.1504506641699.xlsx/K111Moto_ab2014.xlsx,25,321,7.79%,5.44
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/page.html,25,175,14.29%,12.73
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_politik/_jcr_content/contentPar/downloadlist/downloaditems/kandidierende_kanton_0.spooler.download.1429012354456.xlsx/KRW2015_alle_Kand_Stimmen.xlsx,24,5498,0.44%,14.25
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2015/arbeitspendler.html,24,580,4.14%,7.97
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2008_07_lohnentwicklung.pdf.spooler.download.1510303648698.pdf/si_2008_07_lohnentwicklung.pdf,24,417,5.76%,12.61
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2014_01_lage_gemeindefinanzen.pdf.spooler.download.1392816710524.pdf/si_2014_01_lage_gemeindefinanzen.pdf,24,363,6.61%,7.42
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/themen/archiv/_jcr_content/contentPar/downloadlist_0/downloaditems/116_1311249550086.spooler.download.1311249246851.pdf/Veroeffentlichungen_1868_bis_1945.pdf,24,260,9.23%,15.73
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2005_01_wirtschaftsraum_zuerich.pdf.spooler.download.1510304028016.pdf/si_2005_01_wirtschaftsraum_zuerich.pdf,23,1036,2.22%,12.56
https://statistik.zh.ch/benchmark_fage,23,228,10.09%,3.79
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/jahrbuch/_jcr_content/contentPar/downloadlist/downloaditems/statistisches_jahrbu_3.spooler.download.1344414889458.pdf/jb_12_total.pdf,22,1701,1.29%,12.12
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/interaktives/visualisierungen.html,22,1479,1.49%,31.74
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2010_03_ersatzneubau_wohnungen.pdf.spooler.download.1326986446538.pdf/si_2010_03_ersatzneubau_wohnungen.pdf,22,493,4.46%,11.35
https://statistik.zh.ch/firmenalter,22,427,5.15%,9.11
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/lutta.html,22,141,15.6%,6.63
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2017/zhiz17_wohnbauland.html,21,890,2.36%,7.1
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2012_09_mobilitaet_mzmv2010.pdf.spooler.download.1392817666130.pdf/si_2012_09_mobilitaet_mzmv2010.pdf,21,747,2.81%,11.67
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/projektuebersicht1/alle-projekte/BM_Schwimmbaeder/_jcr_content/contentPar/downloadlist/downloaditems/musterbericht_kunden.spooler.download.1473938678390.pdf/b_e_Musterbericht_Kundenbefragung_Hallenbaeder.pdf,21,602,3.49%,11.12
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/themen/zhiz/_jcr_content/contentPar/publication_1/publicationitems/titel_wird_aus_dam_e_1/download.spooler.download.1334764416786.pdf/zhiz2012.pdf,21,456,4.61%,10.66
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum.html,21,455,4.62%,21.22
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2015/bauentwicklung_11_2015.html,21,395,5.32%,6.77
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2018/kreativwirtschaftsbericht2018.html,21,300,7%,27.92
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2015/veloverkehr.html,21,284,7.39%,4.83
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2003_23_kantonsratswahlen.pdf.spooler.download.1326986151633.pdf/si_2003_23_kantonsratswahlen.pdf,21,228,9.21%,9.3
https://statistik.zh.ch/content/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2010_16_steuerstatistik.pdf,21,203,10.34%,12.87
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/braendle.html,21,129,16.28%,4.81
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/projektuebersicht1/alle-projekte/behindertenheime_personal/_jcr_content/contentPar/downloadlist_0/downloaditems/institutionen_f_r_me.spooler.download.1505733378406.pdf/b_e_Personalbefragung_Benchmarkingbericht_2017.pdf,20,808,2.48%,22.87
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2008_08_finanzlage_gemeinden.pdf.spooler.download.1326986367734.pdf/si_2008_08_finanzlage_gemeinden.pdf,20,479,4.18%,9.04
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2016_05_firmenalter.pdf,20,379,5.28%,10.14
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2005_07_haushalte.pdf.spooler.download.1326986235758.pdf/si_2005_07_haushalte.pdf,20,361,5.54%,10.55
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_11_kulturfoerderung.pdf.spooler.download.1392889248013.pdf/si_2002_11_kulturfoerderung.pdf,20,198,10.1%,20.91
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2003_24_wohnungsleerstand.pdf.spooler.download.1326986153245.pdf/si_2003_24_wohnungsleerstand.pdf,20,197,10.15%,6.98
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/newsletter.html,19,2739,0.69%,2.98
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2002_05_bevoelkerungsdynamik.pdf.spooler.download.1392889088145.pdf/si_2002_05_bevoelkerungsdynamik.pdf,19,849,2.24%,16.64
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/metadaten.html,19,833,2.28%,7.04
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/themen/zhiz.html,19,639,2.97%,3.23
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2006_19_privatschulen.pdf.spooler.download.1326986319845.pdf/si_2006_19_privatschulen.pdf,19,562,3.38%,12.88
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen/scln.html,19,414,4.59%,24.99
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/immomarkt/bodenpreise_faq.html,19,361,5.26%,7.07
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2015_02_veloverkehr.pdf,19,344,5.52%,9.94
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2012_01_alter_steuerertrag.pdf.spooler.download.1392817916312.pdf/si_2012_01_alter_steuerertrag.pdf,19,338,5.62%,8.03
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2016/Statistikreport_Sozialabteilungen_2016.html,19,263,7.22%,6.46
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_bevoelkerung_soziales/bevoelkerungsbewegungen/_jcr_content/contentPar/downloadlist/downloaditems/442_1340889743481.spooler.download.1437385434709.xls/K015Gebu.xls,19,187,10.16%,8.13
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/metadaten/bauinvestitionen_bauausgaben.html,19,176,10.8%,8.57
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/metadaten/motorfahrzeugstatistik.html,19,145,13.1%,6.12
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2017/bevoelkerung2017.html,19,133,14.29%,4.65
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2012/zuzug_2011.html,19,80,23.75%,5.95
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/interaktives/krw2015_panaschierstimmen.html,19,57,33.33%,1.19
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/interaktives/localisator.html,18,5819,0.31%,9.51
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_bevoelkerung_soziales/soziales/_jcr_content/contentPar/downloadlist/downloaditems/262_1321522219504.spooler.download.1300120051957.pdf/sozialbericht_2001.pdf,18,514,3.5%,11.44
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2003_03_sozialhilfe.pdf.spooler.download.1326986009243.pdf/si_2003_03_sozialhilfe.pdf,18,349,5.16%,7.49
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende/ledergerber.html,18,219,8.22%,8.42
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2015/sozialbericht2014.html,18,161,11.18%,4.51
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/metadaten/zvv.html,17,466,3.65%,7.85
https://statistik.zh.ch/wertschoepfung,17,425,4%,17.48
https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2018-zuercher_45_bevoelkerung_45_waechst_45_etwas_45_langsamer.rss.jcr_content.newsteaserSingleColumn.rss.html,17,403,4.22%,6.65
https://statistik.zh.ch/dam/justiz_innern/statistik/Publikationen/statistik_info/si_2010_06_entwicklung_steuerkraft.pdf.spooler.download.1326986452881.pdf/si_2010_06_entwicklung_steuerkraft.pdf,17,306,5.56%,11.32
