Bezeichnung,Eindeutige Seitenansichten,Seitenansichten,Von Besuchern verbrachte Gesamtzeit (in Sekunden),In den Suchergebnissen angeklickt,nb_hits_with_time_generation,min_time_generation,max_time_generation,Eingänge,Aktionen nach Eingang hier,Von Besuchern verbrachte Gesamtzeit (in Sekunden) nach Eingang hier,Absprünge,Ausstiege,Eindeutige Besucher (Tagessumme),Eindeutige Einstiege (Tagessumme),Eindeutige Ausstiege (Tagessumme),Durchschnittszeit pro Seite,Absprungsrate,Ausstiegsrate,Durchschnittliche Generierungszeit,Metadaten: url,Metadaten: segment
/internet/justiz_inneres/statistik/de/daten/daten_arbeit_wirtschaft/preise.html,990,1463,80069,31,1235,0.001,18.63,805,2513,86730,183,839,974,794,825,55,23%,85%,0.63,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_arbeit_wirtschaft/preise.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fdaten_arbeit_wirtschaft%2Fpreise.html
/internet/justiz_inneres/statistik/de/aktuell/faq.html,929,1162,56455,34,1073,0.001,11.175,673,1756,68427,408,607,910,658,590,49,61%,65%,0.792,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/faq.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Faktuell%2Ffaq.html
/internet/justiz_inneres/statistik/de/befragungen.html,918,1360,60418,6,1151,0.001,12.653,260,1260,78173,100,268,901,252,262,44,38%,29%,0.458,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fbefragungen.html
/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/wohnungsbestand_bautaetigkeit.html,915,1276,69423,12,1115,0.001,5.025,206,958,36978,51,231,892,202,228,54,25%,25%,0.605,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/wohnungsbestand_bautaetigkeit.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fdaten_immobilien_raum%2Fwohnungsbestand_bautaetigkeit.html
/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen/limmattal.html,900,1058,104023,5,1000,0.001,29.268,731,1891,88391,80,816,863,705,787,98,11%,91%,0.435,https://statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen/limmattal.html,pageUrl==https%3A%2F%2Fstatistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fbefragungen%2Flaufende_befragungen%2Flimmattal.html
/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen.html,897,1555,42719,9,1249,0.001,29.493,218,1355,106297,23,123,863,212,122,27,11%,14%,0.325,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fbefragungen%2Flaufende_befragungen.html
/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2010/bodenpreismodell.html,894,1266,92505,9,1066,0.001,16.133,566,2502,132804,130,456,885,560,451,73,23%,51%,0.752,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2010/bodenpreismodell.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Faktuell%2Fmitteilungen%2F2010%2Fbodenpreismodell.html
/internet/justiz_inneres/statistik/de/dienstleistungen.html,865,1051,29971,8,920,0.001,9.266,15,164,7223,3,122,850,14,122,29,20%,14%,0.523,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/dienstleistungen.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdienstleistungen.html
/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/bodennutzung_zonennutzung.html,856,1181,41102,21,998,0.001,11.909,16,49,2131,9,140,846,14,138,35,56%,16%,0.58,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/bodennutzung_zonennutzung.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fdaten_immobilien_raum%2Fbodennutzung_zonennutzung.html
/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/bodenpreise.html,836,1130,39656,3,997,0.001,3.123,692,3373,149723,247,348,826,684,347,35,36%,42%,0.064,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_immobilien_raum/bodenpreise.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fdaten_immobilien_raum%2Fbodenpreise.html
/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende.html,812,1629,53276,9,1330,0.001,30.888,137,539,26656,34,187,782,126,184,33,25%,23%,0.535,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation/mitarbeitende.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fueber_uns%2Forganisation%2Fmitarbeitende.html
/internet/justiz_inneres/statistik/de/daten/daten_oeffentliche_finanzen.html,786,990,13100,7,885,0.001,11.242,87,569,26748,12,94,766,86,94,13,14%,12%,0.525,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_oeffentliche_finanzen.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fdaten_oeffentliche_finanzen.html
/internet/justiz_inneres/statistik/de/daten/daten_arbeit_wirtschaft/loehne.html,744,851,39447,5,809,0.001,10.167,648,1407,39507,219,643,738,643,638,46,34%,86%,0.89,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_arbeit_wirtschaft/loehne.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fdaten_arbeit_wirtschaft%2Floehne.html
/internet/justiz_inneres/statistik/de/daten/daten_bevoelkerung_soziales/bevprognosen.html,723,971,106425,7,826,0.001,8.68,86,344,21847,24,284,695,84,278,110,28%,39%,0.639,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/daten_bevoelkerung_soziales/bevprognosen.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fdaten_bevoelkerung_soziales%2Fbevprognosen.html
/internet/justiz_inneres/statistik/de/dienstleistungen/registerharmonisierung/awn.html,695,979,63803,9,869,0.001,9.047,658,1401,72561,365,653,682,646,641,65,55%,94%,0.612,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/dienstleistungen/registerharmonisierung/awn.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdienstleistungen%2Fregisterharmonisierung%2Fawn.html
/internet/justiz_inneres/statistik/de/ueber_uns/organisation.html,683,869,6298,,778,0.001,6.396,7,30,5347,2,32,668,7,32,7,29%,5%,0.615,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/ueber_uns/organisation.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fueber_uns%2Forganisation.html
/internet/justiz_inneres/statistik/de/dienstleistungen/datenerhebung/gemeindeservice.html,679,875,135591,8,788,0.001,16.223,555,1681,129947,36,582,621,504,533,155,6%,86%,0.229,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/dienstleistungen/datenerhebung/gemeindeservice.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdienstleistungen%2Fdatenerhebung%2Fgemeindeservice.html
/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2018/Leerwohnungszaehlung.html,677,847,82269,3,802,0.001,5.239,518,1058,72733,331,546,641,491,516,97,64%,81%,0.358,https://statistik.zh.ch/internet/justiz_inneres/statistik/de/aktuell/mitteilungen/2018/Leerwohnungszaehlung.html,pageUrl==https%3A%2F%2Fstatistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Faktuell%2Fmitteilungen%2F2018%2FLeerwohnungszaehlung.html
/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen/angehoerige_externe.html,672,1236,315733,1,998,0.001,27.598,482,2070,239421,60,238,629,461,229,255,12%,35%,0.361,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/befragungen/laufende_befragungen/angehoerige_externe.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fbefragungen%2Flaufende_befragungen%2Fangehoerige_externe.html
/internet/justiz_inneres/statistik/de/daten/gemeindeportraet_kanton_zuerich.html?tab=indikatoren&jahr=0&indikatoren=&bfs=158,672,835,55496,2,805,0.001,23.496,634,1132,58852,480,596,655,619,584,66,76%,89%,1.338,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/daten/gemeindeportraet_kanton_zuerich.html?tab=indikatoren&jahr=0&indikatoren=&bfs=158,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fdaten%2Fgemeindeportraet_kanton_zuerich.html%3Ftab%3Dindikatoren%26jahr%3D0%26indikatoren%3D%26bfs%3D158
/internet/justiz_inneres/statistik/de/themen/arbeit_wirtschaft.html,670,979,42495,16,858,0.001,13.041,71,231,14900,33,133,649,69,131,43,46%,20%,0.695,http://www.statistik.zh.ch/internet/justiz_inneres/statistik/de/themen/arbeit_wirtschaft.html,pageUrl==http%3A%2F%2Fwww.statistik.zh.ch%2Finternet%2Fjustiz_inneres%2Fstatistik%2Fde%2Fthemen%2Farbeit_wirtschaft.html
