Bezeichnung,Eindeutige Seitenansichten,Seitenansichten,Von Besuchern verbrachte Gesamtzeit (in Sekunden),In den Suchergebnissen angeklickt,nb_hits_with_time_generation,min_time_generation,max_time_generation,Eingänge,Aktionen nach Eingang hier,Von Besuchern verbrachte Gesamtzeit (in Sekunden) nach Eingang hier,Absprünge,Ausstiege,Eindeutige Besucher (Tagessumme),Eindeutige Einstiege (Tagessumme),Eindeutige Ausstiege (Tagessumme),Durchschnittszeit pro Seite,Absprungsrate,Ausstiegsrate,Durchschnittliche Generierungszeit,Metadaten: url,Metadaten: segment
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=13&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,6,,2,1.52,1.692,,,,,,2,,,3,0%,0%,1.606,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=13&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D20%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D13%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=14&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,17,,1,1.363,1.363,,,,,,1,,,9,0%,0%,1.363,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=14&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D20%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D14%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,3,13,,1,0.782,0.782,,,,,,2,,,4,0%,0%,0.782,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D20%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D16%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=18&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,10,,1,1.019,1.019,,,,,,2,,,5,0%,0%,1.019,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=18&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D20%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D18%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=19&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,11,,1,1.095,1.095,,,,,,2,,,6,0%,0%,1.095,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=09&from_year=2018&to_day=19&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D20%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D19%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=9&from_year=2018&to_day=15&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,3,13,,0,,0,,,,,,2,,,4,0%,0%,0,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=22&from_month=9&from_year=2018&to_day=15&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D20%26from_day%3D22%26from_month%3D9%26from_year%3D2018%26to_day%3D15%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=27&from_month=09&from_year=2017&to_day=30&to_month=09&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,3,40,,3,1.693,2.174,,,,,1,2,,1,13,0%,50%,1.959,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=20&from_day=27&from_month=09&from_year=2017&to_day=30&to_month=09&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D20%26from_day%3D27%26from_month%3D09%26from_year%3D2017%26to_day%3D30%26to_month%3D09%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=01&from_month=08&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,10,,2,0.028,1.199,,,,,,2,,,5,0%,0%,0.614,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=01&from_month=08&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D01%26from_month%3D08%26from_year%3D2018%26to_day%3D16%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=01&from_month=10&from_year=2017&to_day=01&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,13,,1,1.496,1.496,,,,,,2,,,7,0%,0%,1.496,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=01&from_month=10&from_year=2017&to_day=01&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D01%26from_month%3D10%26from_year%3D2017%26to_day%3D01%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=02&from_month=10&from_year=2017&to_day=02&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,46,,2,1.706,1.93,,,,,,2,,,23,0%,0%,1.818,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=02&from_month=10&from_year=2017&to_day=02&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D02%26from_month%3D10%26from_year%3D2017%26to_day%3D02%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=05&from_month=10&from_year=2017&to_day=05&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,4,61,,3,0.022,2.275,,,,,1,2,,1,15,0%,50%,0.775,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=05&from_month=10&from_year=2017&to_day=05&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D05%26from_month%3D10%26from_year%3D2017%26to_day%3D05%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=08&from_month=10&from_year=2017&to_day=08&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,42,,2,2.114,3.513,,,,,,2,,,21,0%,0%,2.814,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=08&from_month=10&from_year=2017&to_day=08&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D08%26from_month%3D10%26from_year%3D2017%26to_day%3D08%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=08&from_month=10&from_year=2017&to_day=08&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=utf-8&submit=Suchen,2,3,132,,2,0.016,0.736,,,,,,2,,,44,0%,0%,0.376,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=08&from_month=10&from_year=2017&to_day=08&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=utf-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D08%26from_month%3D10%26from_year%3D2017%26to_day%3D08%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3Dutf-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=09&from_month=09&from_year=2018&to_day=09&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,20,,2,1.818,2.059,,,,,,2,,,10,0%,0%,1.939,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=09&from_month=09&from_year=2018&to_day=09&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D09%26from_month%3D09%26from_year%3D2018%26to_day%3D09%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=15&from_month=10&from_year=2017&to_day=15&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,18,,2,1.897,2.725,,,,,,2,,,9,0%,0%,2.311,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=15&from_month=10&from_year=2017&to_day=15&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D15%26from_month%3D10%26from_year%3D2017%26to_day%3D15%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=13&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,10,,0,,0,,,,,,2,,,5,0%,0%,0,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=13&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D13%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=14&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,13,,1,1.395,1.395,,,,,,1,,,7,0%,0%,1.395,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=14&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D14%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=19&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,134,,1,0.992,0.992,,,,,,2,,,67,0%,0%,0.992,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=19&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D19%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=9&from_year=2018&to_day=15&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,9,,1,1.07,1.07,,,,,,2,,,5,0%,0%,1.07,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=9&from_year=2018&to_day=15&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D22%26from_month%3D9%26from_year%3D2018%26to_day%3D15%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=40&from_day=02&from_month=10&from_year=2017&to_day=02&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,2,2,79,,2,1.525,1.761,,,,,,2,,,40,0%,0%,1.643,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=40&from_day=02&from_month=10&from_year=2017&to_day=02&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D40%26from_day%3D02%26from_month%3D10%26from_year%3D2017%26to_day%3D02%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
