Bezeichnung,Eindeutige Seitenansichten,Seitenansichten,Von Besuchern verbrachte Gesamtzeit (in Sekunden),In den Suchergebnissen angeklickt,nb_hits_with_time_generation,min_time_generation,max_time_generation,Eingänge,Aktionen nach Eingang hier,Von Besuchern verbrachte Gesamtzeit (in Sekunden) nach Eingang hier,Absprünge,Ausstiege,Eindeutige Besucher (Tagessumme),Eindeutige Einstiege (Tagessumme),Eindeutige Ausstiege (Tagessumme),Durchschnittszeit pro Seite,Absprungsrate,Ausstiegsrate,Durchschnittliche Generierungszeit,Metadaten: url,Metadaten: segment
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=10&from_month=10&from_year=2017&to_day=10&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,3,3,52,,3,2.477,4.191,,,,,,3,,,17,0%,0%,3.059,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=10&from_month=10&from_year=2017&to_day=10&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D10%26from_month%3D10%26from_year%3D2017%26to_day%3D10%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=19&from_month=10&from_year=2017&to_day=19&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,3,3,73,,1,1.731,1.731,,,,,,3,,,24,0%,0%,1.731,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=19&from_month=10&from_year=2017&to_day=19&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D19%26from_month%3D10%26from_year%3D2017%26to_day%3D19%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,3,4,138,,2,0.812,1.092,1,39,466,0,1,2,1,1,35,0%,33%,0.952,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=30&from_day=22&from_month=09&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D30%26from_day%3D22%26from_month%3D09%26from_year%3D2018%26to_day%3D16%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=40&from_day=01&from_month=08&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,3,3,15,,3,0.033,1.164,1,6,8,0,1,2,1,1,5,0%,33%,0.421,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=40&from_day=01&from_month=08&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D40%26from_day%3D01%26from_month%3D08%26from_year%3D2018%26to_day%3D16%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=70&from_day=01&from_month=08&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,3,6,19,,6,0.028,1.256,2,4,9,1,2,3,2,2,3,50%,67%,0.252,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/suche.html?q=&start=70&from_day=01&from_month=08&from_year=2018&to_day=16&to_month=10&to_year=2018&newstyptags=newstyp:internet/medienmitteilung&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei&_charset_=UTF-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2Fsuche.html%3Fq%3D%26start%3D70%26from_day%3D01%26from_month%3D08%26from_year%3D2018%26to_day%3D16%26to_month%3D10%26to_year%3D2018%26newstyptags%3Dnewstyp%3Ainternet%2Fmedienmitteilung%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%26_charset_%3DUTF-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/jobs/berufsbild_polizist/ausbildung_laufbahn/laufbahn.html,3,3,214,,3,0.698,1.063,3,4,215,2,3,3,3,3,71,67%,100%,0.848,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/berufsbild_polizist/ausbildung_laufbahn/laufbahn.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fjobs%2Fberufsbild_polizist%2Fausbildung_laufbahn%2Flaufbahn.html
/internet/sicherheitsdirektion/kapo/de/praevention/aktuelles_praevention/archiv/indue.html,3,4,357,,4,0.002,0.057,3,4,358,2,3,3,3,3,89,67%,100%,0.028,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/aktuelles_praevention/archiv/indue.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fpraevention%2Faktuelles_praevention%2Farchiv%2Findue.html
/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/fokusthemen/hg_gesundheitswesen.html,3,10,75,,10,0.001,0.014,,,,,1,3,,1,8,0%,33%,0.003,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/fokusthemen/hg_gesundheitswesen.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fpraevention%2Fist%2Fweitere_infos%2Ffokusthemen%2Fhg_gesundheitswesen.html
/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/stho.html,3,4,25,,3,0.61,1.064,,,,,,3,,,6,0%,0%,0.889,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/stho.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fpraevention%2Fkji%2Fueberuns1%2Fteam%2Fstho.html
/internet/sicherheitsdirektion/kapo/de/service/suche.html?_charset_=utf-8&keywords=&submit=Suchen,3,4,311,2,4,0.01,1.304,,,,,,3,,,78,0%,0%,0.554,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/service/suche.html?_charset_=utf-8&keywords=&submit=Suchen,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fservice%2Fsuche.html%3F_charset_%3Dutf-8%26keywords%3D%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/service/suche.html?_charset_=UTF-8&keywords=&submit=Suchen,3,3,18,2,3,1.054,1.495,,,,,1,3,,1,6,0%,33%,1.301,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/service/suche.html?_charset_=UTF-8&keywords=&submit=Suchen,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fservice%2Fsuche.html%3F_charset_%3DUTF-8%26keywords%3D%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/ueber_uns/fachstelle/fpsta_fe/anwendung.html,3,3,169,,3,0.096,0.909,2,2,0,2,2,3,2,2,56,100%,67%,0.601,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fachstelle/fpsta_fe/anwendung.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fueber_uns%2Ffachstelle%2Ffpsta_fe%2Fanwendung.html
/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/allgemein111.html,3,3,3,,3,0.033,1.131,1,3,1015,0,2,2,1,2,1,0%,67%,0.678,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/allgemein111.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fueber_uns%2Fforms%2Fallgemein111.html
/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/bestaetigung3.html,3,3,48,2,3,0.002,0.565,1,1,0,1,1,3,1,1,16,100%,33%,0.192,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/bestaetigung3.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Fueber_uns%2Fforms%2Fbestaetigung3.html
/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-kantonspolizei_45_zuerich_45__45_pionierin_45_in_45_der_45_gewaltpraevention.rss.jcr:content.newsteaserSingleColumn.rss.html,2,2,0,,2,1.261,1.289,1,1,0,1,2,2,1,2,0,100%,100%,1.275,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-kantonspolizei_45_zuerich_45__45_pionierin_45_in_45_der_45_gewaltpraevention.rss.jcr:content.newsteaserSingleColumn.rss.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-kantonspolizei_45_zuerich_45__45_pionierin_45_in_45_der_45_gewaltpraevention.rss.jcr%3Acontent.newsteaserSingleColumn.rss.html
/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-neue_45_uniformen_45_fuer_45_die_45_kantonspolizei_45_.html,2,2,0,,2,1.212,1.997,,,,,2,2,,2,0,0%,100%,1.605,https://www.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-neue_45_uniformen_45_fuer_45_die_45_kantonspolizei_45_.html,pageUrl==https%3A%2F%2Fwww.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2017-neue_45_uniformen_45_fuer_45_die_45_kantonspolizei_45_.html
/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2018-zusaetzliches_45_sicherheitspersonal_45_am_45_flughafen_45_zuerich.html,2,2,22,,2,0.003,1.188,,,,,,2,,,11,0%,0%,0.596,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2018-zusaetzliches_45_sicherheitspersonal_45_am_45_flughafen_45_zuerich.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2018-zusaetzliches_45_sicherheitspersonal_45_am_45_flughafen_45_zuerich.html
/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017.html,2,3,30,2,3,0.005,0.679,,,,,,2,,,10,0%,0%,0.452,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017.html,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Ffachbeitraege%2F2017.html
/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170411_weiterbildung.html,2,4,75,1,2,0.006,0.031,1,1,0,1,2,2,1,2,19,100%,100%,0.019,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170411_weiterbildung.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Ffachbeitraege%2F2017%2F170411_weiterbildung.html
/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170503_gb16.html,2,2,92,,2,0.01,1.018,,,,,,2,,,46,0%,0%,0.514,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170503_gb16.html,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Ffachbeitraege%2F2017%2F170503_gb16.html
/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180301_fussgaengerstreifen.html,2,2,52,,1,0.028,0.028,1,1,0,1,1,2,1,1,26,100%,50%,0.028,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180301_fussgaengerstreifen.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Ffachbeitraege%2F2018%2F180301_fussgaengerstreifen.html
/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180403_organisation.html,2,2,12,,2,0.023,1.374,1,4,418,0,1,2,1,1,6,0%,50%,0.699,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180403_organisation.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Ffachbeitraege%2F2018%2F180403_organisation.html
/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/suche.html?q=&from_day=10&from_month=10&from_year=2017&to_day=10&to_month=10&to_year=2018&newstyptags=0&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei/fachbeitrag&_charset_=utf-8&submit=Suchen,2,2,21,,2,0.006,0.006,,,,,,2,,,11,0%,0%,0.006,https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/suche.html?q=&from_day=10&from_month=10&from_year=2017&to_day=10&to_month=10&to_year=2018&newstyptags=0&thementags=0&organisationtags=organisation:internet/sicherheitsdirektion/kantonspolizei/fachbeitrag&_charset_=utf-8&submit=Suchen,pageUrl==https%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Ffachbeitraege%2Fsuche.html%3Fq%3D%26from_day%3D10%26from_month%3D10%26from_year%3D2017%26to_day%3D10%26to_month%3D10%26to_year%3D2018%26newstyptags%3D0%26thementags%3D0%26organisationtags%3Dorganisation%3Ainternet%2Fsicherheitsdirektion%2Fkantonspolizei%2Ffachbeitrag%26_charset_%3Dutf-8%26submit%3DSuchen
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/,2,3,41,,3,0.01,0.052,,,,,,2,,,14,0%,0%,0.031,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_02/1202241s.html,2,7,1252,,2,0.005,0.005,,,,,1,2,,1,179,0%,50%,0.005,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_02/1202241s.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2012_02%2F1202241s.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_04/1204021s.html,2,2,0,,2,0.212,0.873,2,2,0,2,2,2,2,2,0,100%,100%,0.543,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_04/1204021s.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2012_04%2F1204021s.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_10/1210291o.html,2,2,17,,2,0.01,1.485,1,14,299,0,1,2,1,1,9,0%,50%,0.748,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_10/1210291o.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2012_10%2F1210291o.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_10/1210311m.html,2,3,131,,3,0.066,0.692,2,3,132,1,2,2,2,2,44,50%,100%,0.293,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2012_10/1210311m.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2012_10%2F1210311m.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_03/1303251j.html,2,2,23,,2,0.034,1.119,2,10,224,1,1,2,2,1,12,50%,50%,0.577,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_03/1303251j.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2013_03%2F1303251j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_07/1307271j.html,2,2,0,,2,0.001,0.002,2,2,0,2,2,2,2,2,0,100%,100%,0.002,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_07/1307271j.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2013_07%2F1307271j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_10/1310161c.html,2,3,104,,3,0.056,0.782,2,3,105,1,2,2,2,2,35,50%,100%,0.368,http://www.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_10/1310161c.html,pageUrl==http%3A%2F%2Fwww.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2013_10%2F1310161c.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_10/1310181j.html,2,2,0,,2,0.643,0.934,2,2,0,2,2,2,2,2,0,100%,100%,0.789,http://www.bildungsdirektion.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2013_10/1310181j.html,pageUrl==http%3A%2F%2Fwww.bildungsdirektion.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2013_10%2F1310181j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_05/1405091c.html,2,2,0,,2,0.682,2.442,2,2,0,2,2,2,2,2,0,100%,100%,1.562,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_05/1405091c.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2014_05%2F1405091c.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_06/1406151p.html,2,2,0,,2,0.071,1.277,2,2,0,2,2,2,2,2,0,100%,100%,0.674,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_06/1406151p.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2014_06%2F1406151p.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_06/1406181j.html,2,2,0,,2,0.863,1.11,2,2,0,2,2,2,2,2,0,100%,100%,0.987,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_06/1406181j.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2014_06%2F1406181j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_06/1406283j.html,2,2,0,,2,0.939,1.267,2,2,0,2,2,2,2,2,0,100%,100%,1.103,http://www.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_06/1406283j.html,pageUrl==http%3A%2F%2Fwww.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2014_06%2F1406283j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_08/1408042x.html,2,3,62,,2,0.009,1.913,2,4,64,0,1,2,2,1,21,0%,50%,0.961,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_08/1408042x.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2014_08%2F1408042x.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_10/1410021j.html,2,2,62,,2,0.048,0.66,1,4,114,0,1,2,1,1,31,0%,50%,0.354,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_10/1410021j.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2014_10%2F1410021j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_10/1410193m.html,2,2,0,,2,0.039,1.247,2,2,0,2,2,2,2,2,0,100%,100%,0.643,http://www.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_10/1410193m.html,pageUrl==http%3A%2F%2Fwww.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2014_10%2F1410193m.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_03/1503231j.html,2,2,207,,2,0.095,1.161,2,12,365,1,1,2,2,1,104,50%,50%,0.628,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_03/1503231j.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2015_03%2F1503231j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_04/1504111o.html,2,2,0,,2,0.613,0.643,2,2,0,2,2,2,2,2,0,100%,100%,0.628,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_04/1504111o.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2015_04%2F1504111o.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_05/1505061j.html,2,2,2,,2,0.102,1.133,,,,,1,2,,1,1,0%,50%,0.618,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_05/1505061j.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2015_05%2F1505061j.html
/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_05/1505101x.html,2,2,869,,2,0.118,0.95,1,4,17,0,,2,1,,435,0%,0%,0.534,http://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_05/1505101x.html,pageUrl==http%3A%2F%2Fwww.kapo.zh.ch%2Finternet%2Fsicherheitsdirektion%2Fkapo%2Fde%2Faktuell%2Fmedienmitteilungen%2F2015_05%2F1505101x.html
