Seite,Klicks,Impressionen,CTR,Position
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810041r.html,82,500,16.4%,7.23
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/faq/waffen/laserpointer.html,81,1662,4.87%,17.12
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kriminal/betrug.html,81,1634,4.96%,10.78
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/links/gesetze.html,81,1056,7.67%,6
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/kapo_kontakt.html,80,1077,7.43%,5.9
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/verkehrszuege/verkehrszug2.html,77,1777,4.33%,4.55
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/verkehrszuege/verkehrszug3.html,77,1436,5.36%,6.81
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/horgen/station1.html,77,1303,5.91%,4.17
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/zahlen_fakten.html,77,949,8.11%,6.32
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/archiv/indue.html,75,3054,2.46%,14.5
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/schusswaffen.html,75,757,9.91%,11.29
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/verkehr/verhaltenamfussgaengerstreifen.html,74,1252,5.91%,8.11
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/verkehrszuege/verkehrszug4.html,73,3062,2.38%,6.39
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dietikon.html,73,2888,2.53%,6.74
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/seepo.html,72,1637,4.4%,3.49
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/org/infa.html,72,840,8.57%,12.29
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/meilen.html,70,1840,3.8%,5.24
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/uster/station.html,70,1671,4.19%,3.9
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/faq/bewilligungen.html,70,900,7.78%,5.5
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach/station3.html,70,856,8.18%,4.72
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/zuerich/station.html,69,6598,1.05%,6.47
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach/station5.html,69,2162,3.19%,13.26
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2017_11/1711281s.html,68,625,10.88%,10.05
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/meilen/station3.html,65,1748,3.72%,5.75
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach/station7.html,65,1191,5.46%,5.59
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/faq.html,64,1567,4.08%,5.72
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/pfaeffikon/station1.html,64,1259,5.08%,4.49
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach.html,61,3028,2.01%,4.14
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/kapo/geschaeftsberichte_archiv/geschaeftsbericht_2015.pdf.spooler.download.1461911344299.pdf/geschaeftsbericht_2015.pdf,60,1503,3.99%,10.46
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/kriminalmuseum/_jcr_content/contentPar/morethemes/morethemesitems/flyer_das_kriminalmu.spooler.download.1438319421582.pdf/Flyer_krimmuseum.pdf,60,1221,4.91%,2.99
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/org/vp/organisation_vp.html,60,1102,5.44%,6.12
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/schusswaffen/waffenabgabe.html,60,407,14.74%,19.78
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dietikon/station2.html,59,1701,3.47%,4.26
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dielsdorf/station3.html,59,1382,4.27%,4.21
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dielsdorf.html,58,2154,2.69%,3.64
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810072t.html,58,223,26.01%,7.74
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/horgen.html,57,2307,2.47%,4.74
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/winterthur/station6.html,57,1256,4.54%,12.91
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/org/rp.html,57,634,8.99%,5.19
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/hinwil/station2.html,55,970,5.67%,5.33
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/affoltern.html,54,1823,2.96%,4.16
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fachstelle/atb_ausb/dokumente.html,54,490,11.02%,12.1
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/171128_info_pgw.html,54,235,22.98%,4.25
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/uster.html,53,2550,2.08%,4.86
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/schwerpunkt/internet_handy/_jcr_content/contentPar/downloadlist/downloaditems/download_bliib_suube.spooler.download.1393930563835.pdf/bliib_suuber_merkblatt.pdf,53,1279,4.14%,11.94
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/meilen/station.html,53,1155,4.59%,4.72
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810142h.html,53,247,21.46%,13.65
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/jugendgesetz/straftaten.html,52,746,6.97%,16.06
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach/station.html,50,632,7.91%,3.49
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/verkehr/ebikes/_jcr_content/contentPar/morethemes/morethemesitems/4_1455612255971.spooler.download.1520937170755.pdf/trendfahrzeuge.pdf,50,524,9.54%,20.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170427_aufgaben_kripo.html,50,511,9.78%,4.52
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/org/k1.html,50,469,10.66%,9.09
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_uster.html,50,440,11.36%,5.07
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dielsdorf/station.html,49,1597,3.07%,9.6
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/andelfingen.html,49,1224,4%,5.75
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dielsdorf/station4.html,48,823,5.83%,4.53
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/uster/station21.html,47,1339,3.51%,5.74
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/app_kapozh.html,47,1052,4.47%,16.62
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/winterthur/station5.html,47,708,6.64%,4.84
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/berufsbild_polizist/bewerbung.html,47,181,25.97%,15.54
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/verkehr/ebikes.html,46,1683,2.73%,31.77
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_04/1804241b.html,46,379,12.14%,4.04
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/horgen/station2.html,45,1207,3.73%,5.32
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/service/nav/service/social_media.html,45,1080,4.17%,14.76
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/hinwil/station3.html,45,504,8.93%,4.43
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/kapo/geschaeftsberichte_archiv/geschaeftsbericht_2016.pdf.spooler.download.1493721761899.pdf/geschaeftsbericht_2016.pdf,44,1418,3.1%,12.84
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/schwerpunkt/waffen/_jcr_content/contentPar/morethemes/morethemesitems/dokument_waffen.spooler.download.1393925907473.pdf/waffenbroschuere-d.pdf,43,1728,2.49%,40.59
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/horgen/station.html,43,1313,3.27%,5.18
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach/station4.html,43,1149,3.74%,6.39
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kriminal/einbruch.html,42,672,6.25%,9.25
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/org/sipo/organisation_sipo.html,42,638,6.58%,5.25
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/_jcr_content/contentPar/morethemes/morethemesitems/unsere_werte.spooler.download.1487338143787.pdf/leitbild.pdf,42,435,9.66%,9.15
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/factsheet/factsheet_mehrzweckstreifen.pdf.spooler.download.1467638398700.pdf/factsheet_mehrzweckstreifen.pdf,42,334,12.57%,8.72
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/kapo/geschaeftsberichte_archiv/geschaeftsbericht_2013.pdf.spooler.download.1430920285411.pdf/geschaeftsbericht_2013.pdf,41,1123,3.65%,10.57
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/affoltern/station1.html,41,1004,4.08%,10.44
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dietikon/station3.html,40,1520,2.63%,6.78
"https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/praevention/kji/dokumente/strecken_velopruefung/thalwil 
veloprüfung streckenplan.pdf",40,112,35.71%,24.1
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_03/1803291s.html,39,1284,3.04%,6.16
https://www.kapo.zh.ch/bb,39,453,8.61%,7.35
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_meilen.html,39,288,13.54%,6.48
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/adressen_links/adressen.html,38,1176,3.23%,7.8
https://www.kapo.zh.ch/ire,38,449,8.46%,10.21
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_08/1808311o.html,38,326,11.66%,6.47
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/faq/strassenverkehr/fahrunfaehigkeit.html,38,196,19.39%,4.71
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/graffiti.html,37,5377,0.69%,9.81
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dielsdorf/station2.html,37,693,5.34%,4.06
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/statistik/vusta/stadt_zuerich/Zuerich_PraesentationStadtZuerich.pdf.spooler.download.1520922612681.pdf/Zuerich_PraesentationStadtZuerich.pdf,37,582,6.36%,9.51
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/zahlen_fakten/statistiken1/_jcr_content/contentPar/downloadlist/downloaditems/verkehrsunfallstatis.spooler.download.1520923407807.pdf/Verkehrsunfallstatistik_KTZH_2017.pdf,36,1031,3.49%,13.18
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/mitteilungen/medienmitteilungen/2014/Quartal_4/need/Folien_boll.pdf.spooler.download.1417510517354.pdf/Folien_boll.pdf,36,598,6.02%,19.63
https://www.kapo.zh.ch/kji,36,501,7.19%,7.01
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/allgemein12.html,36,497,7.24%,3.35
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/ist_neu/flyer/Flyer_Deutsch.pdf.spooler.download.1490345586917.pdf/Flyer_Deutsch.pdf,35,761,4.6%,14.27
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/org/praevention.html,35,661,5.3%,4.22
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/sz_pga/info.html,35,482,7.26%,3.79
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/sz_pga/anforderungen.html,35,454,7.71%,3.98
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2017_12/1712111x.html,35,450,7.78%,9.71
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810021r.html,35,373,9.38%,10.1
