Seite,Klicks,Impressionen,CTR,Position
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809191r.html,34,446,7.62%,11.65
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/kapo/geschaeftsberichte_archiv/geschaeftsbericht_2012.pdf.spooler.download.1395913609454.pdf/geschaeftsbericht_2012.pdf,33,1069,3.09%,10.8
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/verkehr/ausnahmetransport/dokumente/atb_standardauflagen.pdf.spooler.download.1522849832817.pdf/atb_standardauflagen.pdf,33,647,5.1%,13.57
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/winterthur/station3.html,33,421,7.84%,5.44
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/171219_gefaehrderansprache.html,33,296,11.15%,7.51
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/pfaeffikon/station2.html,32,1811,1.77%,5.34
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/faq/strassenverkehr.html,32,622,5.14%,7.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach/station6.html,32,494,6.48%,10.86
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/pgw_kontakt.html,32,120,26.67%,6.48
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/gesucht_taeter.html,31,18322,0.17%,3.03
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/verkehr/ausnahmetransport/dokumente/atb_kontaktdaten_polizei_tba.pdf.spooler.download.1532689267954.pdf/atb_kontaktdaten_polizei_tba.pdf,31,3205,0.97%,16.98
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/hinwil/station4.html,31,1402,2.21%,6.38
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1898231x.html,31,645,4.81%,9.22
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ang_vpa/veloparcours_aufpausenplaetzen.html,31,399,7.77%,5.46
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/medienangebot/broschueren.html,30,1591,1.89%,19.49
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_07/1807221h.html,30,1137,2.64%,10.82
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/kapo/geschaeftsberichte_archiv/geschaeftsbericht_2014.pdf.spooler.download.1430920377889.pdf/geschaeftsbericht_2014.pdf,30,995,3.02%,10.04
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2017_11/1711222o.html,30,751,3.99%,4.39
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/kapo/geschaeftsberichte_archiv/geschaeftsbericht_2010.pdf.spooler.download.1393490890259.pdf/geschaeftsbericht_2010.pdf,30,441,6.8%,9.37
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/org/k2.html,30,397,7.56%,4.65
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/faq/luftverkehr.html,30,392,7.65%,10.05
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/dietikon/station.html,29,931,3.11%,11.6
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fachstelle/menschenhandel.html,29,328,8.84%,13.05
"https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/praevention/kji/dokumente/strecken_velopruefung/richterswil 
veloprüfung streckenplan.pdf",29,87,33.33%,3.77
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/uster/station3.html,28,715,3.92%,5.64
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810181o.html,28,270,10.37%,14.3
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/rechtsgrundlagen/zbg/zbg_schutzmassnahmen.html,28,249,11.24%,10.32
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/forms/allgemein11.html,28,240,11.67%,11.58
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/aktuelles_praevention.html,27,772,3.5%,5.33
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_10/1510061j.html,27,517,5.22%,9.01
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180712_cybercrime.html,26,654,3.98%,13.37
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/winterthur/station4.html,26,336,7.74%,8.86
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs.html,26,267,9.74%,1.35
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_winterthur.html,26,261,9.96%,6.02
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170907_trockenloo.html,26,166,15.66%,5.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180508_gb2017.html,26,135,19.26%,7.65
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/buelach/station2.html,25,820,3.05%,5.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-de-aktuell-news-medienmitteilungen-2018-10_45_jahre_45_im_45_dienst_45_der_45_interkulturellen_45_verstaendigung.html,25,414,6.04%,5.73
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kriminal/drogen.html,25,258,9.69%,13.1
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/verkehr/fact_sheet.html,25,231,10.82%,34.44
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/uster/station1.html,24,895,2.68%,6.84
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/factsheet/factsheet_altpapiersammlung.pdf.spooler.download.1452846345754.pdf/factsheet_altpapiersammlung.pdf,24,819,2.93%,11.75
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_affoltern.html,24,155,15.48%,5.92
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809191h.html,23,76,30.26%,10.5
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fachstelle/suchenretten.html,22,429,5.13%,15.26
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_hinwil.html,22,201,10.95%,12.04
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170125_aufgaben_sipo.html,22,133,16.54%,4.27
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/verkehr/verkehrsinstruktion.html,21,243,8.64%,10.41
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/pgw/stelleninserate/sbf/Inserat_SBF_2019.pdf.spooler.download.1532413824303.pdf/Inserat_SBF_2019.pdf,21,210,10%,5.86
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/rechtsgrundlagen/stgb/_jcr_content/contentPar/downloadlist/downloaditems/_berblick_ber_die_im.spooler.download.1410353879771.pdf/stgb_tabelle.pdf,20,796,2.51%,15.01
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/dokumentationen/fachbeitraege/_jcr_content/contentPar/downloadlist_2/downloaditems/263_1412779745064.spooler.download.1497359965892.pdf/gsg_kinder.pdf,20,534,3.75%,18.25
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/pfaeffikon/station5.html,19,483,3.93%,12.78
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_03/1803261mPKS.html,19,326,5.83%,7.57
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ang_vpa/unsere_dienstleistungen.html,19,211,9%,7.28
https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/ist_neu/weiterbildung/IST_WB_2018_Programm.pdf,19,204,9.31%,32.15
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fotos.html,18,1126,1.6%,14.56
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/andelfingen/station1.html,18,520,3.46%,5.15
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/berufsbild_polizist/ausbildung_laufbahn/grundausbildung.html,18,234,7.69%,4.83
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_06/1806011x.html,17,782,2.17%,27.92
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ang_kpa.html,17,371,4.58%,11.1
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809211x.html,17,321,5.3%,6.49
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2017_06/1706261s.html,17,253,6.72%,5.91
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2017_10/171031_Whatsapp.html,17,207,8.21%,6.28
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/mitteilungen/medienmitteilungen/2014/Quartal_4/need/Zusammenfassung_boll.pdf.spooler.download.1417510699960.pdf/Zusammenfassung_boll.pdf,17,195,8.72%,6.17
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/links/verein_verband.html,16,651,2.46%,8.59
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/dokumentationen/fachbeitraege/_jcr_content/contentPar/downloadlist_2/downloaditems/263_1412779745064.spooler.download.1412779587686.pdf/kinder_im_gewaltschutzgesetz.pdf,16,526,3.04%,22.82
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180614_phishing.html,16,357,4.48%,20.71
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/sz_gk/ausbildung.html,16,201,7.96%,3.79
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809081r.html,16,171,9.36%,8.39
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/verkehr/ausnahmetransport/dokumente/atb_anforderungen_fzg.pdf.spooler.download.1523439427941.pdf/atb_anforderungen_fzg.pdf,16,141,11.35%,8.77
https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/faq/ReglementErhebungOrdnungsbussen.pdf,16,103,15.53%,6.17
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809222x.html,16,102,15.69%,23.17
"https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/praevention/kji/dokumente/strecken_velopruefung/mettmenstetten 
veloprüfung streckenplan.pdf",16,87,18.39%,38.13
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/west.html,15,169,8.88%,3.58
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/dokumentationen/fachbeitraege/_jcr_content/contentPar/downloadlist/downloaditems/wenn_minderj_hrige_h.spooler.download.1497359951057.pdf/hg_minderjaehrige.pdf,14,535,2.62%,19.36
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/epolice/_jcr_content/contentPar/downloadlist/downloaditems/flyer_erstatten_sie_.spooler.download.1479366058224.pdf/1611_flyer_epolice.pdf,14,310,4.52%,6.42
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/archiv/senioren_strassenverkehr.html,14,271,5.17%,13.73
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/links/polizeistellen.html,14,266,5.26%,8.48
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/supa.html,14,218,6.42%,3.67
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_05/1805151t0.html,14,187,7.49%,7.17
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2015_08/1508191d.html,14,122,11.48%,13.02
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810063t.html,14,110,12.73%,24.6
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/sali.html,14,90,15.56%,4.49
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2018/180424_gasgrill.html,13,792,1.64%,62.43
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170613_hundimauto.html,13,563,2.31%,22.45
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ang_vpa/dummy.html,13,540,2.41%,58.98
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/kapo/geschaeftsberichte_archiv/geschaeftsbericht_2011.pdf.spooler.download.1393490863667.pdf/geschaeftsbericht_2011.pdf,13,518,2.51%,13.86
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/zentralstelle.html,13,242,5.37%,3.89
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/mhw.html,13,175,7.43%,14.34
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_horgen.html,13,160,8.12%,4.08
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/brg.html,13,107,12.15%,8.38
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2017_03/1703291h.html,12,2173,0.55%,57.49
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/sbf/bewerbung/_jcr_content/contentPar/morethemes/morethemesitems/formular_bewerbung.spooler.download.1515754266988.pdf/bewerbung_sicherheit_zivil.pdf,12,503,2.39%,28.63
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/hidden/infobroschueren.html,12,280,4.29%,7.01
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/rechtsgrundlagen/zbg/eheschutzmassnahmen.html,12,262,4.58%,7.35
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fuehrung/seepo.html,12,244,4.92%,3.42
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_06/1806271t0.html,12,174,6.9%,14.21
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_03/1803291m.html,12,156,7.69%,11.32
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170914_baustellen.html,12,148,8.11%,14.24
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fachstelle.html,12,87,13.79%,4.39
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810091h.html,12,78,15.38%,38.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_dielsdorf.html,12,70,17.14%,4.33
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810171c.html,12,67,17.91%,14.13
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810011h.html,12,58,20.69%,22.62
"https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/praevention/kji/dokumente/strecken_velopruefung/wettswil 
veloprüfung streckenplan.pdf",12,17,70.59%,1.94
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/schwerpunkt/waffen.html,11,825,1.33%,35.73
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_04/1804261f.html,11,392,2.81%,5.44
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_03/1803102o.html,11,305,3.61%,5.83
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/dokumentationen/fachbeitraege/_jcr_content/contentPar/downloadlist_0/downloaditems/bericht_h_usliche_ge.spooler.download.1497359877865.pdf/hg_schutzmassnahmen.pdf,11,141,7.8%,22.24
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/anro.html,11,72,15.28%,6.18
"https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/praevention/kji/dokumente/strecken_velopruefung/bauma 
veloprüfung streckenplan.pdf",11,11,100%,1.82
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/verkehr/ausnahmetransport/dokumente/atb_kontaktdaten_polizei_tba.pdf.spooler.download.1528808823441.pdf/atb_kontaktdaten_polizei_tba.pdf,10,1225,0.82%,14.41
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/hinwil/station.html,10,522,1.92%,13.38
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_02/1802171h.html,10,360,2.78%,7.31
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/schwerpunkt/internet_handy.html,10,266,3.76%,22.76
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/sicherheitsberatung/pa_mobil.html,10,184,5.43%,5.26
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ang_vpa.html,10,141,7.09%,5.6
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/jiv/das_team/bezirke/bezirk_pfaeffikon.html,10,128,7.81%,3.7
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/sutt.html,10,115,8.7%,4.77
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170419_personenkontrollen.html,10,65,15.38%,7.43
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/bum.html,10,62,16.13%,4.18
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809302h.html,10,52,19.23%,37.6
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/medienangebot/plakate.html,9,765,1.18%,30.35
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/stammhaus/stammhaus_detail.html,9,548,1.64%,6.5
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/zuerich/station2.html,9,369,2.44%,5.23
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_07/1807131h.html,9,305,2.95%,13.12
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_05/1805281h.html,9,279,3.23%,4.99
https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/praevention/kji/dokumente/signale_zum_ausmalen/malvorlage_allgemeines_fahrverbot.pdf,9,270,3.33%,8.11
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809201f.html,9,232,3.88%,14.25
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kriminal/stalking/_jcr_content/contentPar/downloadlist/downloaditems/30_1357799536820.spooler.download.1448534209805.pdf/stalking_flyer.pdf,9,193,4.66%,16.85
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/gewaltschutz/brueckenbauer/details.html,9,181,4.97%,21.62
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_09/1809011h.html,9,135,6.67%,22.39
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/statistik/krista/aktuell/pks_2017_broschuere.pdf.spooler.download.1521809253045.pdf/pks_2017_broschuere.pdf,9,120,7.5%,10.66
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170629_aufgaben_kdo12.html,9,119,7.56%,20.39
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170516_soko.html,9,110,8.18%,12.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_08/1808232f.html,9,105,8.57%,8.33
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/verkehrszuege.html,9,95,9.47%,7.03
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170323_atb.html,9,92,9.78%,7.59
https://www.kapo.zh.ch/content/dam/sicherheitsdirektion/kapo/praevention/kji/dokumente/pdf/Ablauf_Velopruefung_Inter.pdf,9,70,12.86%,4.79
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810091h0.html,9,66,13.64%,19.08
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/stas.html,9,64,14.06%,5.47
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/sele.html,9,49,18.37%,3.47
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/fachstelle/seepo/kitesurfen.html,8,695,1.15%,39.42
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kriminal/diebstahl.html,8,629,1.27%,9.11
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_05/1805291m.html,8,508,1.57%,14.83
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/verkehr/ausnahmetransport/dokumente/atb_liste_mit_polizeibewilligung.pdf.spooler.download.1528781075369.pdf/atb_liste_mit_polizeibewilligung.pdf,8,343,2.33%,20.54
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/verkehr/ausnahmetransport/dokumente/atb_liste_mit_polizeibewilligung.pdf.spooler.download.1514975451266.pdf/atb_liste_mit_polizeibewilligung.pdf,8,343,2.33%,24.38
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_05/1805151o.html,8,233,3.43%,31
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2017_11/1711271o.html,8,190,4.21%,11.07
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/dokumentationen/fachbeitraege/_jcr_content/contentPar/downloadlist_1/downloaditems/bericht_m_gliche_opt.spooler.download.1497359935376.pdf/hg_opt_schlussbericht.pdf,8,189,4.23%,15.25
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/jobs/sz_pga/zur_zeit_keine_bewerbung.html,8,152,5.26%,4.84
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/hzg.html,8,150,5.33%,8.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/maz.html,8,142,5.63%,23.92
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/jugenddienst/zielgruppen/jugendliche/1_Schlussbericht_Jugend_und_Polizei_im_Kanton_Zuerich.pdf.spooler.download.1393927159605.pdf/1_Schlussbericht_Jugend_und_Polizei_im_Kanton_Zuerich.pdf,8,136,5.88%,9.45
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/fachbeitraege/2017/170620_sup.html,8,118,6.78%,19.85
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/publicvideo.html,8,116,6.9%,7.6
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_10/1810071t.html,8,93,8.6%,12.45
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/fly.html,8,73,10.96%,4.38
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/rema.html,8,65,12.31%,6.65
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/kji/ueberuns1/team/gwe.html,8,45,17.78%,17.27
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/ueber_uns/standorte/andelfingen/station2.html,7,438,1.6%,3.88
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_08/1808091x.html,7,388,1.8%,43.79
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/links/gesetze/kapo_gwk.html,7,385,1.82%,14.32
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_08/1808272t.html,7,257,2.72%,27.56
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_08/1808052o.html,7,206,3.4%,8.04
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2014_09/1409261j.html,7,178,3.93%,5.95
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_03/1803141x.html,7,169,4.14%,3.92
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell.newsextern.-internet-sicherheitsdirektion-kapo-de-fahndungen-fahndungsmeldungen-vp17012003s.html,7,123,5.69%,2.4
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/fokusthemen/zwangsheirat.html,7,109,6.42%,21.44
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/links/gesetze/kapo_gwk/_jcr_content/contentPar/downloadlist/downloaditems/zusammenarbeit_zwisc.spooler.download.1393491181769.pdf/VereinbarungZusammenarbeitKapo-GWK.pdf,7,91,7.69%,30.82
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/praevention/ist/weitere_infos/rechtsgrundlagen/stgb.html,7,87,8.05%,29.36
https://www.kapo.zh.ch/internet/sicherheitsdirektion/kapo/de/aktuell/medienmitteilungen/2018_03/1803062o.html,7,78,8.97%,6.03
https://www.kapo.zh.ch/dam/sicherheitsdirektion/kapo/publikationen/print/verkehr/ausnahmetransport/dokumente/atb_pruefungsfahrten.pdf.spooler.download.1506683152859.pdf/atb_pruefungsfahrten.pdf,7,69,10.14%,10.94
